codesystem	code	description_code	value_en	description_en
obo	obo:UBERON_0013249	paroophoron	paroophoron	paroophoron
obo	obo:UBERON_0005265	obsolete hindbrain neural fold	obsolete hindbrain neural fold	obsolete hindbrain neural fold
obo	obo:PR_000006172	PR_000006172	PR_000006172	PR_000006172
obo	obo:UBERON_3010437	post-anal gut	post-anal gut	post-anal gut
obo	obo:UBERON_2001237	ceratobranchial 1 bone	ceratobranchial 1 bone	ceratobranchial 1 bone
obo	obo:UBERON_0003225	UBERON_0003225	UBERON_0003225	UBERON_0003225
obo	obo:UBERON_3000803	sulcus articularis lateralis	sulcus articularis lateralis	sulcus articularis lateralis
obo	obo:UBERON_0001525	extensor carpi radialis brevis muscle	extensor carpi radialis brevis muscle	extensor carpi radialis brevis muscle
obo	obo:UBERON_0013412	crotaphion	crotaphion	crotaphion
obo	obo:UBERON_0004128	optic vesicle	optic vesicle	optic vesicle
obo	obo:UBERON_0015128	subepicardial layer of epicardium	subepicardial layer of epicardium	subepicardial layer of epicardium
obo	obo:UBERON_0014386	vertebral endplate	vertebral endplate	vertebral endplate
obo	obo:UBERON_2000674	interopercle	interopercle	interopercle
obo	obo:UBERON_0006792	intermediate layer of superior colliculus	intermediate layer of superior colliculus	intermediate layer of superior colliculus
obo	obo:UBERON_0001535	vertebral artery	vertebral artery	vertebral artery
obo	obo:UBERON_0002780	obsolete regional part of forebrain	obsolete regional part of forebrain	obsolete regional part of forebrain
obo	obo:UBERON_0004480	musculature of limb	musculature of limb	musculature of limb
obo	obo:UBERON_0012925	bronchial bud	bronchial bud	bronchial bud
obo	obo:UBERON_3000813	sulcus pro cartilagine praecoracoidealis	sulcus pro cartilagine praecoracoidealis	sulcus pro cartilagine praecoracoidealis
obo	obo:UBERON_0019258	white matter of hindbrain	white matter of hindbrain	white matter of hindbrain
obo	obo:UBERON_0004246	outflow tract smooth muscle	outflow tract smooth muscle	outflow tract smooth muscle
obo	obo:UBERON_0001643	oculomotor nerve	oculomotor nerve	oculomotor nerve
obo	obo:UBERON_2001003	obsolete muscle pioneer somite 12	obsolete muscle pioneer somite 12	obsolete muscle pioneer somite 12
obo	obo:NCBITaxon_9787	Perissodactyla	Perissodactyla	Perissodactyla
obo	obo:UBERON_4300185	neural spine 6	neural spine 6	neural spine 6
obo	obo:UBERON_0015246	septal organ of Masera	septal organ of Masera	septal organ of Masera
obo	obo:UBERON_0016504	umbilical ring	umbilical ring	umbilical ring
obo	obo:UBERON_0001686	auditory ossicle bone	auditory ossicle bone	auditory ossicle bone
obo	obo:UBERON_0014804	median nuchal line attachment site	median nuchal line attachment site	median nuchal line attachment site
obo	obo:UBERON_0003386	smooth muscle of eye	smooth muscle of eye	smooth muscle of eye
obo	obo:PATO_0001544	flexible	flexible	flexible
obo	obo:UBERON_3010172	subarticular tubercles	subarticular tubercles	subarticular tubercles
obo	obo:UBERON_0002976	preolivary nucleus	preolivary nucleus	preolivary nucleus
obo	obo:UBERON_0006598	presumptive structure	presumptive structure	presumptive structure
obo	obo:UBERON_0005695	manual digit 5 mesenchyme	manual digit 5 mesenchyme	manual digit 5 mesenchyme
obo	obo:UBERON_0003995	subarcuate fossa	subarcuate fossa	subarcuate fossa
obo	obo:UBERON_4300104	ectocoracoid bone	ectocoracoid bone	ectocoracoid bone
obo	obo:UBERON_0002858	third lumbar dorsal root ganglion	third lumbar dorsal root ganglion	third lumbar dorsal root ganglion
obo	obo:UBERON_3010741	M. ulnocarpalis	M. ulnocarpalis	M. ulnocarpalis
obo	obo:UBERON_3001009	body spicule	body spicule	body spicule
obo	obo:UBERON_0008867	trabecular network of bone	trabecular network of bone	trabecular network of bone
obo	obo:UBERON_0004160	proepicardium	proepicardium	proepicardium
obo	obo:UBERON_0002289	midbrain cerebral aqueduct	midbrain cerebral aqueduct	midbrain cerebral aqueduct
obo	obo:PR_000003499	PR_000003499	PR_000003499	PR_000003499
obo	obo:UBERON_0001270	bony pelvis	bony pelvis	bony pelvis
obo	obo:UBERON_0001965	substantia nigra pars compacta	substantia nigra pars compacta	substantia nigra pars compacta
obo	obo:UBERON_0013173	anterior part of tympanic bone	anterior part of tympanic bone	anterior part of tympanic bone
obo	obo:UBERON_4300114	pelvic sucking disc	pelvic sucking disc	pelvic sucking disc
obo	obo:UBERON_0012270	forestomach-glandular stomach junction	forestomach-glandular stomach junction	forestomach-glandular stomach junction
obo	obo:UBERON_0010570	manual digit 1 metacarpus cartilage element	manual digit 1 metacarpus cartilage element	manual digit 1 metacarpus cartilage element
obo	obo:UBERON_3010751	ramus muscularis of vagus nerve	ramus muscularis of vagus nerve	ramus muscularis of vagus nerve
obo	obo:UBERON_3010633	obsolete flask cell	obsolete flask cell	obsolete flask cell
obo	obo:UBERON_2001433	posterior sclerotic bone	posterior sclerotic bone	posterior sclerotic bone
obo	obo:UBERON_0002130	cerebellar nuclear complex	cerebellar nuclear complex	cerebellar nuclear complex
obo	obo:UBERON_0006837	tegmen tympani	tegmen tympani	tegmen tympani
obo	obo:UBERON_0006142	common plantar digital vein	common plantar digital vein	common plantar digital vein
obo	obo:UBERON_0004442	proximal epiphysis of proximal phalanx of manual digit 4	proximal epiphysis of proximal phalanx of manual digit 4	proximal epiphysis of proximal phalanx of manual digit 4
obo	obo:UBERON_0035938	amiculum of inferior olive	amiculum of inferior olive	amiculum of inferior olive
obo	obo:UBERON_0012466	extraembryonic cavity	extraembryonic cavity	extraembryonic cavity
obo	obo:UBERON_0002279	vestibular aqueduct	vestibular aqueduct	vestibular aqueduct
obo	obo:UBERON_0004872	splanchnic layer of lateral plate mesoderm	splanchnic layer of lateral plate mesoderm	splanchnic layer of lateral plate mesoderm
obo	obo:UBERON_6001662	male genital disc primordium	male genital disc primordium	male genital disc primordium
obo	obo:UBERON_0012184	obsolete tunica vasculosa plexus	obsolete tunica vasculosa plexus	obsolete tunica vasculosa plexus
obo	obo:UBERON_0003345	UBERON_0003345	UBERON_0003345	UBERON_0003345
obo	obo:UBERON_0005045	mucosa of ethmoidal sinus	mucosa of ethmoidal sinus	mucosa of ethmoidal sinus
obo	obo:UBERON_0007193	orbital gyrus	orbital gyrus	orbital gyrus
obo	obo:UBERON_0004590	sphincter muscle	sphincter muscle	sphincter muscle
obo	obo:UBERON_2001239	ceratobranchial 5 bone	ceratobranchial 5 bone	ceratobranchial 5 bone
obo	obo:UBERON_0001645	trigeminal nerve	trigeminal nerve	trigeminal nerve
obo	obo:UBERON_0012194	superior intercostal vein	superior intercostal vein	superior intercostal vein
obo	obo:UBERON_3000994	longitudinal dorsal folds	longitudinal dorsal folds	longitudinal dorsal folds
obo	obo:UBERON_0001955	epithelium of respiratory bronchiole	epithelium of respiratory bronchiole	epithelium of respiratory bronchiole
obo	obo:UBERON_0035210	paracolic gutter	paracolic gutter	paracolic gutter
obo	obo:UBERON_0015872	mandibular lymph node	mandibular lymph node	mandibular lymph node
obo	obo:UBERON_0008288	feather rachis	feather rachis	feather rachis
obo	obo:UBERON_0006588	round ligament of liver	round ligament of liver	round ligament of liver
obo	obo:UBERON_0011860	collection of collagen fibrils	collection of collagen fibrils	collection of collagen fibrils
obo	obo:PATO_0000998	viscous	viscous	viscous
obo	obo:UBERON_2000915	obsolete muscle pioneer somite 11	obsolete muscle pioneer somite 11	obsolete muscle pioneer somite 11
obo	obo:UBERON_0004432	proximal epiphysis of distal phalanx of manual digit 2	proximal epiphysis of distal phalanx of manual digit 2	proximal epiphysis of distal phalanx of manual digit 2
obo	obo:UBERON_0002938	parvocellular part of red nucleus	parvocellular part of red nucleus	parvocellular part of red nucleus
obo	obo:UBERON_0035567	accessory pretectal nucleus	accessory pretectal nucleus	accessory pretectal nucleus
obo	obo:UBERON_3010821	hyoquadrate process	hyoquadrate process	hyoquadrate process
obo	obo:UBERON_0009744	lymph node medullary sinus	lymph node medullary sinus	lymph node medullary sinus
obo	obo:UBERON_0014619	cervical spinal cord lateral horn	cervical spinal cord lateral horn	cervical spinal cord lateral horn
obo	obo:UBERON_0006099	Brodmann (1909) area 1	Brodmann (1909) area 1	Brodmann (1909) area 1
obo	obo:UBERON_0000371	syncytiotrophoblast	syncytiotrophoblast	syncytiotrophoblast
obo	obo:UBERON_0002477	medial globus pallidus	medial globus pallidus	medial globus pallidus
obo	obo:UBERON_2001629	otic sensory canal	otic sensory canal	otic sensory canal
obo	obo:UBERON_2001671	anal fin radial bone	anal fin radial bone	anal fin radial bone
obo	obo:UBERON_0006786	white matter of superior colliculus	white matter of superior colliculus	white matter of superior colliculus
obo	obo:UBERON_0004638	blood vessel endothelium	blood vessel endothelium	blood vessel endothelium
obo	obo:UBERON_0006338	lateral ventricle choroid plexus stroma	lateral ventricle choroid plexus stroma	lateral ventricle choroid plexus stroma
obo	obo:UBERON_0011908	gastrocnemius lateralis	gastrocnemius lateralis	gastrocnemius lateralis
obo	obo:UBERON_0006222	future diencephalon	future diencephalon	future diencephalon
obo	obo:UBERON_0000092	post-embryonic stage	post-embryonic stage	post-embryonic stage
obo	obo:UBERON_0002487	tooth cavity	tooth cavity	tooth cavity
obo	obo:UBERON_0013487	epidermal ridge of digit	epidermal ridge of digit	epidermal ridge of digit
obo	obo:UBERON_0011092	right pelvic girdle region	right pelvic girdle region	right pelvic girdle region
obo	obo:UBERON_0010884	forelimb bone pre-cartilage condensation	forelimb bone pre-cartilage condensation	forelimb bone pre-cartilage condensation
obo	obo:UBERON_0007475	matrix-based tissue	matrix-based tissue	matrix-based tissue
obo	obo:UBERON_2005369	dorsal fin pterygiophore 6	dorsal fin pterygiophore 6	dorsal fin pterygiophore 6
obo	obo:UBERON_2001052	primordial hindbrain channel	primordial hindbrain channel	primordial hindbrain channel
obo	obo:UBERON_0004756	dermal skeletal element	dermal skeletal element	dermal skeletal element
obo	obo:UBERON_0011213	root of vagus nerve	root of vagus nerve	root of vagus nerve
obo	obo:UBERON_0015061	limb endochondral element	limb endochondral element	limb endochondral element
obo	obo:UBERON_6001742	larval thoracic segment	larval thoracic segment	larval thoracic segment
obo	obo:UBERON_0012264	obsolete equine forelimb cannon bone	obsolete equine forelimb cannon bone	obsolete equine forelimb cannon bone
obo	obo:UBERON_0007273	pelvic appendage skeleton	pelvic appendage skeleton	pelvic appendage skeleton
obo	obo:UBERON_0003425	renal lymph node	renal lymph node	renal lymph node
obo	obo:UBERON_0004670	ependyma	ependyma	ependyma
obo	obo:UBERON_0035151	dorsal cerebral vein	dorsal cerebral vein	dorsal cerebral vein
obo	obo:UBERON_4000002	obsolete mode of ossification	obsolete mode of ossification	obsolete mode of ossification
obo	obo:UBERON_0018273	caniniform region	caniniform region	caniniform region
obo	obo:UBERON_0028418	Ongur, Price, and Ferry (2003) area 13b	Ongur, Price, and Ferry (2003) area 13b	Ongur, Price, and Ferry (2003) area 13b
obo	obo:UBERON_0000361	red bone marrow	red bone marrow	red bone marrow
obo	obo:UBERON_0001264	pancreas	pancreas	pancreas
obo	obo:UBERON_0017652	intermaxillary gland (sensu Osteolepiformes)	intermaxillary gland (sensu Osteolepiformes)	intermaxillary gland (sensu Osteolepiformes)
obo	obo:UBERON_0005243	interventricular septum endocardium	interventricular septum endocardium	interventricular septum endocardium
obo	obo:UBERON_0002640	cuneocerebellar tract	cuneocerebellar tract	cuneocerebellar tract
obo	obo:UBERON_0011940	arrector pili muscle of vibrissa	arrector pili muscle of vibrissa	arrector pili muscle of vibrissa
obo	obo:UBERON_0013640	internal cheek pouch	internal cheek pouch	internal cheek pouch
obo	obo:UBERON_0006907	slow muscle tissue	slow muscle tissue	slow muscle tissue
obo	obo:UBERON_0006831	pre-tracheal muscle	pre-tracheal muscle	pre-tracheal muscle
obo	obo:UBERON_0026106	obsolete superficial feature part of cerebral peduncle	obsolete superficial feature part of cerebral peduncle	obsolete superficial feature part of cerebral peduncle
obo	obo:UBERON_5011982	manual digit 7 plus metapodial segment	manual digit 7 plus metapodial segment	manual digit 7 plus metapodial segment
obo	obo:UBERON_0022288	surface of eyeball	surface of eyeball	surface of eyeball
obo	obo:UBERON_4200244	anterior supraorbital bone	anterior supraorbital bone	anterior supraorbital bone
obo	obo:UBERON_0010846	radius pre-cartilage condensation	radius pre-cartilage condensation	radius pre-cartilage condensation
obo	obo:UBERON_0002359	fibrous pericardium	fibrous pericardium	fibrous pericardium
obo	obo:UBERON_0011137	axial skeletal system	axial skeletal system	axial skeletal system
obo	obo:UBERON_2000534	obsolete lateral longitudinal fasciculus	obsolete lateral longitudinal fasciculus	obsolete lateral longitudinal fasciculus
obo	obo:UBERON_0004952	submucosa of bronchiole	submucosa of bronchiole	submucosa of bronchiole
obo	obo:UBERON_0010234	palatopharyngeus muscle	palatopharyngeus muscle	palatopharyngeus muscle
obo	obo:UBERON_0006652	muscular layer of vagina	muscular layer of vagina	muscular layer of vagina
obo	obo:UBERON_2007059	neurogenic field	neurogenic field	neurogenic field
obo	obo:UBERON_0003855	gonad mesenchyme	gonad mesenchyme	gonad mesenchyme
obo	obo:UBERON_0000009	submucosa	submucosa	submucosa
obo	obo:UBERON_0013141	capillary bed	capillary bed	capillary bed
obo	obo:UBERON_0009864	ascidian neural gland	ascidian neural gland	ascidian neural gland
obo	obo:UBERON_0005115	metanephric cortical collecting duct	metanephric cortical collecting duct	metanephric cortical collecting duct
obo	obo:UBERON_0004020	obsolete embryonic cilium	obsolete embryonic cilium	obsolete embryonic cilium
obo	obo:UBERON_0006332	nasal capsule	nasal capsule	nasal capsule
obo	obo:UBERON_0002597	principal sensory nucleus of trigeminal nerve	principal sensory nucleus of trigeminal nerve	principal sensory nucleus of trigeminal nerve
obo	obo:UBERON_0004297	respiratory system blood vessel smooth muscle	respiratory system blood vessel smooth muscle	respiratory system blood vessel smooth muscle
obo	obo:UBERON_0015020	obsolete otic capsule endochondral element	obsolete otic capsule endochondral element	obsolete otic capsule endochondral element
obo	obo:UBERON_0001694	petrous part of temporal bone	petrous part of temporal bone	petrous part of temporal bone
obo	obo:UBERON_0010994	coronoid process of ulna	coronoid process of ulna	coronoid process of ulna
obo	obo:PR_000018263	amino acid chain	amino acid chain	amino acid chain
obo	obo:UBERON_0000127	facial nucleus	facial nucleus	facial nucleus
obo	obo:UBERON_0015181	neck of tooth	neck of tooth	neck of tooth
obo	obo:UBERON_0003533	manual digit skin	manual digit skin	manual digit skin
obo	obo:UBERON_0005233	medial-nasal process ectoderm	medial-nasal process ectoderm	medial-nasal process ectoderm
obo	obo:UBERON_2001427	anterior naris	anterior naris	anterior naris
obo	obo:UBERON_0001833	lip	lip	lip
obo	obo:UBERON_0036162	endotheliochorial placenta	endotheliochorial placenta	endotheliochorial placenta
obo	obo:UBERON_0006136	unmyelinated nerve fiber	unmyelinated nerve fiber	unmyelinated nerve fiber
obo	obo:UBERON_0018545	nucleus of the bulbocavernosus	nucleus of the bulbocavernosus	nucleus of the bulbocavernosus
obo	obo:UBERON_0036044	cerebellum vermis lobule VIIAf	cerebellum vermis lobule VIIAf	cerebellum vermis lobule VIIAf
obo	obo:UBERON_0003415	mesenchyme of nasal septum	mesenchyme of nasal septum	mesenchyme of nasal septum
obo	obo:UBERON_2001867	post-ceratobranchial cartilage	post-ceratobranchial cartilage	post-ceratobranchial cartilage
obo	obo:UBERON_2001172	roofing cartilage	roofing cartilage	roofing cartilage
obo	obo:UBERON_3010166	fringe on postaxial edge of toe V	fringe on postaxial edge of toe V	fringe on postaxial edge of toe V
obo	obo:UBERON_0035879	frontomaxillary suture	frontomaxillary suture	frontomaxillary suture
obo	obo:UBERON_0008798	rugal fold of vagina	rugal fold of vagina	rugal fold of vagina
obo	obo:UBERON_0003973	nasal concha of ethmoid bone	nasal concha of ethmoid bone	nasal concha of ethmoid bone
obo	obo:UBERON_2005181	obsolete VaP motor neuron	obsolete VaP motor neuron	obsolete VaP motor neuron
obo	obo:UBERON_0000439	arachnoid trabecula	arachnoid trabecula	arachnoid trabecula
obo	obo:UBERON_2001739	anterior cranial fontanel	anterior cranial fontanel	anterior cranial fontanel
obo	obo:UBERON_2001781	pelvic fin ray 6	pelvic fin ray 6	pelvic fin ray 6
obo	obo:UBERON_0004748	obsolete autopalatine	obsolete autopalatine	obsolete autopalatine
obo	obo:UBERON_0034774	uncal CA1	uncal CA1	uncal CA1
obo	obo:UBERON_0019190	mucous gland of lung	mucous gland of lung	mucous gland of lung
obo	obo:UBERON_0006448	first lumbar spinal cord segment	first lumbar spinal cord segment	first lumbar spinal cord segment
obo	obo:UBERON_0003845	lower eyelid epithelium	lower eyelid epithelium	lower eyelid epithelium
obo	obo:UBERON_0013750	metaphysis of tibia	metaphysis of tibia	metaphysis of tibia
obo	obo:UBERON_0002708	posterior periventricular nucleus	posterior periventricular nucleus	posterior periventricular nucleus
obo	obo:UBERON_0006611	exoskeleton	exoskeleton	exoskeleton
obo	obo:UBERON_0004911	epithelium of female gonad	epithelium of female gonad	epithelium of female gonad
obo	obo:UBERON_0006322	inferior rectus extraocular muscle	inferior rectus extraocular muscle	inferior rectus extraocular muscle
obo	obo:UBERON_0000481	multi-tissue structure	multi-tissue structure	multi-tissue structure
obo	obo:UBERON_0002181	substantia gelatinosa	substantia gelatinosa	substantia gelatinosa
obo	obo:UBERON_2001857	hyoidean artery	hyoidean artery	hyoidean artery
obo	obo:UBERON_2001162	obsolete anal fin	obsolete anal fin	obsolete anal fin
obo	obo:UBERON_0006566	left ventricle myocardium	left ventricle myocardium	left ventricle myocardium
obo	obo:UBERON_0004866	actinopterygian frontal bone	actinopterygian frontal bone	actinopterygian frontal bone
obo	obo:UBERON_0002718	solitary tract	solitary tract	solitary tract
obo	obo:UBERON_0000323	late embryo	late embryo	late embryo
obo	obo:UBERON_0034892	granular insular cortex	granular insular cortex	granular insular cortex
obo	obo:UBERON_1000017	tip of external ear	tip of external ear	tip of external ear
obo	obo:UBERON_0003963	otic ganglion	otic ganglion	otic ganglion
obo	obo:UBERON_0015866	pyloric lymph node	pyloric lymph node	pyloric lymph node
obo	obo:UBERON_0015171	uterine spiral artery	uterine spiral artery	uterine spiral artery
obo	obo:UBERON_0013718	dartos muscle	dartos muscle	dartos muscle
obo	obo:UBERON_0009972	ureteropelvic junction	ureteropelvic junction	ureteropelvic junction
obo	obo:UBERON_2001011	obsolete muscle pioneer somite 8	obsolete muscle pioneer somite 8	obsolete muscle pioneer somite 8
obo	obo:UBERON_0014729	striated duct of salivary gland	striated duct of salivary gland	striated duct of salivary gland
obo	obo:UBERON_0009854	digestive tract diverticulum	digestive tract diverticulum	digestive tract diverticulum
obo	obo:UBERON_0004179	prostate glandular acinus	prostate glandular acinus	prostate glandular acinus
obo	obo:UBERON_0035916	lateral visual area, layer 5	lateral visual area, layer 5	lateral visual area, layer 5
obo	obo:UBERON_5112260	alular digit digitopodial skeleton	alular digit digitopodial skeleton	alular digit digitopodial skeleton
obo	obo:UBERON_4100115	spiracular notch	spiracular notch	spiracular notch
obo	obo:UBERON_0035830	left gastroepiploic artery	left gastroepiploic artery	left gastroepiploic artery
obo	obo:UBERON_0009204	medial nasal process mesenchyme	medial nasal process mesenchyme	medial nasal process mesenchyme
obo	obo:UBERON_0004901	right lung lobar bronchus mesenchyme	right lung lobar bronchus mesenchyme	right lung lobar bronchus mesenchyme
obo	obo:UBERON_0006601	presumptive ectoderm	presumptive ectoderm	presumptive ectoderm
obo	obo:UBERON_0000471	compound organ component	compound organ component	compound organ component
obo	obo:UBERON_0020358	accessory XI nerve nucleus	accessory XI nerve nucleus	accessory XI nerve nucleus
obo	obo:UBERON_0003074	mesonephric duct	mesonephric duct	mesonephric duct
obo	obo:UBERON_0002171	lower lobe of right lung	lower lobe of right lung	lower lobe of right lung
obo	obo:UBERON_3000652	fossa maxillaris	fossa maxillaris	fossa maxillaris
obo	obo:PR_000003450	PR_000003450	PR_000003450	PR_000003450
obo	obo:UBERON_0035027	amygdalohippocampal area, magnocellular division	amygdalohippocampal area, magnocellular division	amygdalohippocampal area, magnocellular division
obo	obo:UBERON_0018655	pars endotympanica	pars endotympanica	pars endotympanica
obo	obo:UBERON_0003192	obsolete axillary sclerite	obsolete axillary sclerite	obsolete axillary sclerite
obo	obo:UBERON_4500004	adipose fin skeleton	adipose fin skeleton	adipose fin skeleton
obo	obo:UBERON_0035098	hemipenis transversus muscle	hemipenis transversus muscle	hemipenis transversus muscle
obo	obo:UBERON_0002469	esophagus mucosa	esophagus mucosa	esophagus mucosa
obo	obo:UBERON_0006762	suspensory ligament of lens	suspensory ligament of lens	suspensory ligament of lens
obo	obo:UBERON_2000644	obsolete dental plate	obsolete dental plate	obsolete dental plate
obo	obo:UBERON_0008462	postzygapophysis of cervical vertebra	postzygapophysis of cervical vertebra	postzygapophysis of cervical vertebra
obo	obo:UBERON_0010344	3rd arch mesenchyme from head mesenchyme	3rd arch mesenchyme from head mesenchyme	3rd arch mesenchyme from head mesenchyme
obo	obo:UBERON_0002750	medial longitudinal fasciculus of medulla	medial longitudinal fasciculus of medulla	medial longitudinal fasciculus of medulla
obo	obo:UBERON_0035261	posterior temporal artery	posterior temporal artery	posterior temporal artery
obo	obo:UBERON_0001613	occipital artery	occipital artery	occipital artery
obo	obo:UBERON_0005235	UBERON_0005235	UBERON_0005235	UBERON_0005235
obo	obo:UBERON_0006480	Brodmann (1909) area 39	Brodmann (1909) area 39	Brodmann (1909) area 39
obo	obo:UBERON_4300155	pectoral splint	pectoral splint	pectoral splint
obo	obo:UBERON_0004216	lower arm nerve	lower arm nerve	lower arm nerve
obo	obo:UBERON_0015216	nasal meatus	nasal meatus	nasal meatus
obo	obo:UBERON_0010913	vertebral element	vertebral element	vertebral element
obo	obo:UBERON_0015130	connective tissue of prostate gland	connective tissue of prostate gland	connective tissue of prostate gland
obo	obo:UBERON_0035017	nociceptor	nociceptor	nociceptor
obo	obo:UBERON_0003270	UBERON_0003270	UBERON_0003270	UBERON_0003270
obo	obo:UBERON_3010837	apical supplementary element	apical supplementary element	apical supplementary element
obo	obo:UBERON_3010142	occipital arch	occipital arch	occipital arch
obo	obo:UBERON_2005259	continuous capillary	continuous capillary	continuous capillary
obo	obo:UBERON_0002946	obsolete regional part of cerebellum	obsolete regional part of cerebellum	obsolete regional part of cerebellum
obo	obo:UBERON_0034894	lateral nucleus of stria terminalis	lateral nucleus of stria terminalis	lateral nucleus of stria terminalis
obo	obo:UBERON_0005665	3rd arch endoderm	3rd arch endoderm	3rd arch endoderm
obo	obo:UBERON_0003965	sympathetic afferent fiber	sympathetic afferent fiber	sympathetic afferent fiber
obo	obo:UBERON_6000018	mesothoracic segment	mesothoracic segment	mesothoracic segment
obo	obo:UBERON_0006676	muscularis mucosa	muscularis mucosa	muscularis mucosa
obo	obo:UBERON_0004528	alveolar ridge of mandible	alveolar ridge of mandible	alveolar ridge of mandible
obo	obo:UBERON_0002828	ventral cochlear nucleus	ventral cochlear nucleus	ventral cochlear nucleus
obo	obo:UBERON_0001925	ventral lateral nucleus of thalamus	ventral lateral nucleus of thalamus	ventral lateral nucleus of thalamus
obo	obo:UBERON_3010711	levator mandibulae externus superficialis	levator mandibulae externus superficialis	levator mandibulae externus superficialis
obo	obo:UBERON_0004130	cerebellar layer	cerebellar layer	cerebellar layer
obo	obo:UBERON_0008837	palmar/plantar part of autopod	palmar/plantar part of autopod	palmar/plantar part of autopod
obo	obo:NCBITaxon_9747	Monodontidae	Monodontidae	Monodontidae
obo	obo:UBERON_2001977	pad	pad	pad
obo	obo:UBERON_0011677	trunk vertebra	trunk vertebra	trunk vertebra
obo	obo:UBERON_0012240	urethral meatus	urethral meatus	urethral meatus
obo	obo:UBERON_0009199	facial suture	facial suture	facial suture
obo	obo:UBERON_0010540	tarsus pre-cartilage condensation	tarsus pre-cartilage condensation	tarsus pre-cartilage condensation
obo	obo:UBERON_0009974	lumen of Rathke's pouch	lumen of Rathke's pouch	lumen of Rathke's pouch
obo	obo:UBERON_2001403	supraethmoid	supraethmoid	supraethmoid
obo	obo:UBERON_0005225	upper leg epithelium	upper leg epithelium	upper leg epithelium
obo	obo:UBERON_0002100	trunk	trunk	trunk
obo	obo:UBERON_0024946	obsolete regional part of cochlear canal	obsolete regional part of cochlear canal	obsolete regional part of cochlear canal
obo	obo:UBERON_5102389	manual digit digitopodial skeleton	manual digit digitopodial skeleton	manual digit digitopodial skeleton
obo	obo:UBERON_0006721	alisphenoid bone	alisphenoid bone	alisphenoid bone
obo	obo:UBERON_2000185	commissura rostral, pars ventralis	commissura rostral, pars ventralis	commissura rostral, pars ventralis
obo	obo:UBERON_0002291	central canal of spinal cord	central canal of spinal cord	central canal of spinal cord
obo	obo:UBERON_0035908	anterolateral visual area, layer 5	anterolateral visual area, layer 5	anterolateral visual area, layer 5
obo	obo:UBERON_0011981	manual digit 6	manual digit 6	manual digit 6
obo	obo:UBERON_0002249	median artery	median artery	median artery
obo	obo:UBERON_0014466	subarachnoid fissure	subarachnoid fissure	subarachnoid fissure
obo	obo:UBERON_0002057	phrenic artery	phrenic artery	phrenic artery
obo	obo:UBERON_0006872	handplate apical ectodermal ridge	handplate apical ectodermal ridge	handplate apical ectodermal ridge
obo	obo:UBERON_0008572	posterior crico-arytenoid	posterior crico-arytenoid	posterior crico-arytenoid
obo	obo:UBERON_2001551	obsolete pectoral fin lepidotrichium	obsolete pectoral fin lepidotrichium	obsolete pectoral fin lepidotrichium
obo	obo:UBERON_0004518	muscle of vertebral column	muscle of vertebral column	muscle of vertebral column
obo	obo:UBERON_0007163	superior nasal meatus	superior nasal meatus	superior nasal meatus
obo	obo:UBERON_0002860	first sacral dorsal root ganglion	first sacral dorsal root ganglion	first sacral dorsal root ganglion
obo	obo:UBERON_0009964	crustacean maxillary gland	crustacean maxillary gland	crustacean maxillary gland
obo	obo:UBERON_0004402	bone tissue of proximal epiphysis	bone tissue of proximal epiphysis	bone tissue of proximal epiphysis
obo	obo:UBERON_0004289	radula	radula	radula
obo	obo:UBERON_2001561	hypural 2	hypural 2	hypural 2
obo	obo:UBERON_0029005	striosomal part of putamen	striosomal part of putamen	striosomal part of putamen
obo	obo:UBERON_0025584	perirhinal cortex of rodent of Burwell et al 1995	perirhinal cortex of rodent of Burwell et al 1995	perirhinal cortex of rodent of Burwell et al 1995
obo	obo:UBERON_0034884	juxtaglomerular arteriole	juxtaglomerular arteriole	juxtaglomerular arteriole
obo	obo:UBERON_0008258	oral subdivision of organism	oral subdivision of organism	oral subdivision of organism
obo	obo:UBERON_0006558	lymphatic part of lymphoid system	lymphatic part of lymphoid system	lymphatic part of lymphoid system
obo	obo:UBERON_0003955	molar crown	molar crown	molar crown
obo	obo:UBERON_0015842	incisor enamel organ	incisor enamel organ	incisor enamel organ
obo	obo:UBERON_0005655	right lung accessory lobe epithelium	right lung accessory lobe epithelium	right lung accessory lobe epithelium
obo	obo:UBERON_0011830	duct of lesser vestibular gland	duct of lesser vestibular gland	duct of lesser vestibular gland
obo	obo:UBERON_0005005	mucosa of left ureter	mucosa of left ureter	mucosa of left ureter
obo	obo:UBERON_0003305	UBERON_0003305	UBERON_0003305	UBERON_0003305
obo	obo:UBERON_0001605	ciliary muscle	ciliary muscle	ciliary muscle
obo	obo:PR_000001438	PR_000001438	PR_000001438	PR_000001438
obo	obo:UBERON_0005893	leg bone	leg bone	leg bone
obo	obo:UBERON_0002047	pontine raphe nucleus	pontine raphe nucleus	pontine raphe nucleus
obo	obo:UBERON_0012350	carpal pad	carpal pad	carpal pad
obo	obo:UBERON_0006026	interdigital region between manual digits 1 and 2	interdigital region between manual digits 1 and 2	interdigital region between manual digits 1 and 2
obo	obo:UBERON_0001723	tongue	tongue	tongue
obo	obo:UBERON_3010099	obsolete musculus rectus superior	obsolete musculus rectus superior	obsolete musculus rectus superior
obo	obo:UBERON_3000193	foramen perilymphaticum accessorium	foramen perilymphaticum accessorium	foramen perilymphaticum accessorium
